title,authors,pub_year,journal,keywords,dominant_topic,topic_name,what_this_paper_does
"Traditional, complementary, and integrative medicine and artificial intelligence: Novel opportunities in healthcare","Jeremy Y. Ng, Holger Cramer, Myeong Soo Lee, David Moher",2024,Integrative Medicine Research,"Health care, Integrative medicine, Medicine, Artificial intelligence, Alternative medicine, Computer science, Political science, Pathology, Law",9,Viral Diseases & Molecular Medicine,No abstract available
Enabling Intelligent Connectivity: A Survey of Secure ISAC in 6G Networks,"Xiaoqiang Zhu, Jiqiang Liu, Lingyun Lu, Tao Zhang, Tie Qiu, Chunpeng Wang, Yuan Liu",2024,IEEE Communications Surveys & Tutorials,"Computer science, Computer security, Computer network",11,Digital Health Data Analytics & Research Methods,This paper presents a visionary design for an ISAC-oriented unified IoT architecture that integrates software-defined communication and super-intelligent agents.
BDLT-IoMT—a novel architecture: SVM machine learning for robust and secure data processing in Internet of Medical Things with blockchain cybersecurity,"Abdullah Ayub Khan, Asif Ali Laghari, Abdullah M. Baqasah, Rex Bacarra, Roobaea Alroobaea, Majed Alsafyani, Jamil Abedalrahim Jamil Alsayaydeh",2024,The Journal of Supercomputing,"Computer science, Blockchain, The Internet, Architecture, Support vector machine, Computer security, Internet of Things, World Wide Web, Distributed computing, Artificial intelligence, Art, Visual arts",11,Digital Health Data Analytics & Research Methods,The background for the evaluation consists of the following three areas: (i) infrastructure security to protect automated decision-making; (ii) integrity between smooth data sharing and exchange; and (iii) network resource optimization to enable smooth communication across heterogeneous devices.
AI in precision agriculture: A review of technologies for sustainable farming practices,"Adebunmi Okechukwu Adewusi, Onyeka Franca Asuzu, Temidayo Olorunsogo, Temidayo Olorunsogo, Ejuma Martha Adaga, Donald Obinna Daraojimba",2024,World Journal of Advanced Research and Reviews,"Agriculture, Precision agriculture, Sustainable agriculture, Integrated farming, Business, Agricultural economics, Agricultural science, Agroforestry, Geography, Environmental science, Economics, Archaeology",7,Healthcare Services & Patient Care Research,"The integration of AI not only enhances productivity and efficiency but also contributes to the long-term sustainability of farming practices, ensuring food security in the face of a growing global population."
Privacy preservation for federated learning in health care,"Sarthak Pati, Sourav Kumar, A. Varma, Brandon Edwards, Charles Lu, Liangqiong Qu, Justin J. Wang, A. Lakshminarayanan, Shih-han Wang, Micah Sheller, Ken Chang, Praveer Singh, Daniel L. Rubin, Jayashree Kalpathy–Cramer, Spyridon Bakas",2024,Patterns,"Internet privacy, Federated learning, Health care, Business, Computer science, Political science, Artificial intelligence, Law",9,Viral Diseases & Molecular Medicine,No abstract available
Care robot literacy: integrating AI ethics and technological literacy in contemporary healthcare,"Tuuli Turja, Anna‐Aurora Kork, Sakari Ilomäki, Ingvil Hellstrand, Aino-Kaisa Koistinen",2024,AI and Ethics,"Literacy, Health literacy, Health care, Robot, Sociology, Psychology, Nursing, Medicine, Pedagogy, Political science, Computer science, Artificial intelligence, Law",8,Machine Learning in Clinical Data Analysis,"By bridging technological literacy and AI ethics, this study provides a nuanced definition and an integrative conceptualization of care robot literacy (CRL) for contemporary care work."
Internet of everything meets the metaverse: Bridging physical and virtual worlds with blockchain,"Wajid Rafique, Junaid Qadir",2024,Computer Science Review,"Metaverse, Computer science, Virtual reality, Blockchain, The Internet, World Wide Web, Computer security, Human–computer interaction",9,Viral Diseases & Molecular Medicine,No abstract available
The Internet of Medical Things (IoMT): opportunities and challenges,"Ayman A. El‐Saleh, Abdul Manan Sheikh, Mahmoud A. Albreem, Mohamed Shaik Honnurvali",2024,Wireless Networks,"Health care, The Internet, Computer science, Internet privacy, Computer security, Big data, World Wide Web, Economic growth, Operating system, Economics",9,Viral Diseases & Molecular Medicine,No abstract available
Challenges of artificial intelligence in medicine and dermatology,"Andrzej Grzybowski, Kai Jin, Hongkang Wu",2024,Clinics in Dermatology,"Transparency (behavior), Health care, Autonomy, Computer science, Internet privacy, Artificial intelligence, Computer security, Political science, Law",9,Viral Diseases & Molecular Medicine,No abstract available
Artificial Intelligence and Healthcare Simulation: The Shifting Landscape of Medical Education,Allan J. Hamilton,2024,Cureus,"Health care, Computer science, Artificial intelligence, Psychology, Economics, Economic growth",16,"Large Language Models in Healthcare (ChatGPT, LLMs)","Yet, caution must be exercised concerning AI, especially as society's earlier, delayed, and muted responses to the inherent dangers of social media raise serious questions about whether the American government and its citizenry can anticipate the security and privacy guardrails that need to be in place to protect our healthcare practitioners, medical students, and patients."
The impact of digital literacy on personal health: Evidence from the China family panel study,"Hao Li, Zihan Yang",2024,The International Journal of Health Planning and Management,"China, Literacy, Panel data, Health literacy, Psychology, Medicine, Environmental health, Political science, Economic growth, Economics, Pedagogy, Health care, Law, Econometrics",16,"Large Language Models in Healthcare (ChatGPT, LLMs)","It is imperative for the government to actively promote the advancement of the digital healthcare industry, while individuals should strive to enhance their digital literacy."
Awareness and level of digital literacy among students receiving health-based education,"Alp Aydınlar, Arda Mavi, Ece Kütükçü, Elçim Elgün Kırımlı, Deniz Alış, Ata Akın, Levent Altıntaş",2024,BMC Medical Education,"Curriculum, Medical education, Delphi method, Health care, Literacy, Coding (social sciences), Psychology, Digital literacy, Health literacy, Digital health, Computer science, Medicine, Pedagogy, Economic growth, Artificial intelligence, Statistics, Economics, Mathematics",9,Viral Diseases & Molecular Medicine,No abstract available
The rise of artificial intelligence-driven health communication,"Roei Golan, Rohit Reddy, Ranjith Ramasamy",2024,Translational Andrology and Urology,"Computer science, Data science, Artificial intelligence, Cognitive science, Psychology",19,Medical Data Modeling & Predictive Healthcare,"Medical informatics has experienced a significant surge in interest, especially regarding the diverse capabilities of artificial intelligence (AI) and large language models (LLMs).These advancements are not limited to transforming physicianpatient communication but extend to various other aspects of healthcare, including diagnostics, treatment planning, and healthcare management.The study, ""Evaluating the Effectiveness of Artificial Intelligence-powered Large Language Models Application in Disseminating Appropriate and Readable Health Information in Urology"" is a testament to this promising frontier, highlighting AI's potential in enhancing patient education (1).LLMs are designed to understand and generate human language.They learn from a vast amount of text data, enabling them to answer questions, write texts, and perform various language-related tasks.LLMs such as ChatGPT and bidirectional encoder representations from transformers (BERT) have gained attention as potential alternatives to widely used search engines like Google.Their potential use for medical queries highlights the need to evaluate their accuracy and reliability in giving medical advice, as this study did.Urology is characterized by its varied procedures, terminologies, and medications, often proving daunting for those without medical expertise.Historically, physicians have struggled with the task of making intricate concepts more understandable and precise (2).This study presents a promising solution to this issue by proposing the employment of LLMs to bridge the comprehension gap."
Ethical framework for artificial intelligence in healthcare research: A path to integrity,"Ahmad A. Abujaber, Abdulqadir J. Nashwan",2024,World Journal of Methodology,"Health care, Personalization, Corporate governance, Engineering ethics, Research ethics, Knowledge management, Research integrity, Business, Computer science, Political science, Engineering, Finance, Law, Marketing",16,"Large Language Models in Healthcare (ChatGPT, LLMs)",This article sets out to introduce a detailed framework designed to steer governance and offer a systematic method for assuring that AI applications in healthcare research are developed and executed with integrity and adherence to medical research ethics.
